,video_id,description,short_term,long_term,normalized_short_term,probability
490,5065,"A young man and woman mug for a selfie on a smartphone in a wide hall at the Arrivals area of an airport. - Inside a terminal, a Caucasian couple are taking a selfie with their cell phone. - At a travel station a white man wearing a jacket is showing a young woman a picture on his cell phone. - In a black and white video, a boy shows a girl something on his smart phone. - A young couple, in an airport hall, are making a 'selfie' of themselves.",0.64,0.78,0.636363628583832,4.8157287e-09
491,5067,"In a high school classroom, behind a half-shown girl in maroon sweater, a woman in dark brown hair sits in front of a dark-haired young man in a black and white plaid shirt, who pulls her elbow back so that she falls facedown on her desktop, and the attacking motion is shown repeatedly. - In a classroom, a young caucasian man pretend to hit a young woman next to him. - In a classroom a young girl wearing a white shirt with long black hair resting her head on her hand when a young boy sitting next to her wearing a white teeshirt and a black and white jacket knocks her elbow off the desk and she hits her head on the desk top. - In a classroom, a girl leans her head on her hand and a boy repeatedly knocks her arm away. - A video clip, that is repeated, of a classroom scene in which a young man arm butts a woman who is resting her head on her arm.",0.86,0.71,0.8636363571535224,3.1225408e-11
492,5081,Barack Obama with a microphone talks to students sitting on tiered seats in front of a backdrop of an American flag and a red flag with a single gold star. - President Obama is talking to a group of young people in a room with a yellow star on a red background. - President Obama speaking to an Oriental crowd of men and women. - Barack Obama speaks into a microphone before an audience seated beneath a maroon banner with a gold star in the middle. - Barack Obama is addressing a group of Chinese students.,0.8,0.91,0.7999999941835707,2.4475885e-06
493,5103,"Schoolchildren sit outdoors on a dirt floor as another student in blue top and green pedal pushers points to words and numbers on a black board hanging on a tree, says them and the students echo him. - Outside, a young boy in a blue shirt and green pants teaches at a blackboard attached to a tree. - Several hispanic children are in an outdoor classroom while the teacher wearing is at the black board hanging on a tree a blue shirt and green trousers is pointing at the black board with a wooden pointer. - An African boy with a pointer stands at a blackboard reading 420 blaze while other boys sit before him. - A group of Indian boys are practicing grammar outdoors with a teacher.",0.88,0.83,0.8476565233107647,2.9563682e-22
494,5122,"A hand squirts gel into the ear of a man sitting in passenger seat of a car who then stirs and shakes his head - A black man sleeping in the passenger seat of a car parked on a city street has some white lotion poured into his ear, awakening him, and when he feels the lotion he starts to scream. - In a car outside, a person puts lotion in the ear of an african american boy sleeping. - A black man wearing a black teeshirt is sleeping in a car when someone pours mayonnaise in his ear he wakes up and yells trying to get the mayonnaise out of his ear. - A black man sleeps in a car and lotion is dribbled into his ear, and he wakes up and shouts.",0.9,1.0,0.9047618983274776,0.0
495,5146,"Six girls wearing matching sports outfits dance in a circle around a man in the center - Inside, a group of asian woman dance in a circle around an asian man. - A Japanese man wearing a black coat and black pants stands in the center of six Japanese young women dancing around him and singing, and they are are wearing blue uniforms. - A group of girls dance in a circle around a man and then pose for the camera, one wearing a protective mask over her mouth. - Seven asian cheerleaders are doing a dance around their coach in a practice room.",0.71,1.0,0.7083333263680054,2.8508869e-11
496,5154,"A player at a ping pong table throws a ball up but misses it with his paddle - Inside a gymnasium, two asian men play pingpong. - Two oriental pingpong players in a gymnasium playing pingpong, one of the players is wearing a black shirt with orange collar and sleeves. - Two Asian men play table tennis in a gym with gold walls and the player closest to the camera watches the ball bounce off the edge of the table. - In a gym, two table tennis players are practicing, when one does a backhand serve to the delight of the videographer and the other player.",0.83,0.9,0.723400396095413,2.6129488e-19
497,5160,"An Asian male teenager standing outside during daylight shouting and bowing - Slim Asian man wears hat, talks and bows, then removes hat and bends to show head shaved with heart in center. - A young man in a white baseball cap talks into the camera then takes bows from the waist outside in front of a white building. - a young man in black leotards stands very erect, shouts, and bows then takes off his hat and bows again - A young man standing outdoors in front of a building during the day, makes a statement, then bows and removes his cap to show a heart-shaped haircut.",0.97,0.88,0.9655172343010616,3.8114456e-19
498,5161,"Man stands in front of map of the United Kingdom - a TV weather man is pointing to the map of England and talks about its weather, in the studio. - A man points a labeled place name on a map which is in Welsh and is so long that scrolls off the screen. - an African American man dressed in a suit standing in front of a television studio describing the weather as it is presented on a board behind him - A reporter standing beside a map of the United Kingdom reads the 21 degree temperature of a town with an unusually long name.",1.0,0.67,0.9999998606817656,4.1564396e-09
499,5212,"On indoor floor, a kitten rolls around and flips its tail by a cat statue - a dark cat is teasing an orange plastic cat, in a room. - A small grey cat runs around and pushes a life sized lifelike cat statue and finally just looks at it. - a gray cat moves around, touched and slightly pushed a cat statue while moving his tail in an inside room - Inside on the floor, a dark kitten tries to play with a light kitten that is actually a toy or stuffed kitten.",0.74,0.5,0.7407407343167995,2.3418502e-17
500,5226,"Boy wearing white shirt saying ""Wake Forest"" stands by white wall - a boy wearing white t shirt is dancing, in a room. - A boy in a Wake Forest tee shirt recites poetry and smiles. - a White boy inside a room smiling and singing rap about the 4th of July - A young boy in a white tee shirt with WAKE FOREST written on it is standing in front of a white closet or wall tells a fourth of July poem and then dances to a brief spurt of music.",0.65,0.8,0.6538461473613434,2.381895e-16
501,5230,"Boy kicks soccer ball that bounces off metal fence and hits him outdoors - a boy is hitting a ball and falls down, outdoors. - A man kicks a soccer ball which hits a short wall and the ball bounces back and hits him in the mouth, on a cloudy day outside. - A ball hits a man who kicked the ball against a fence in a park during day time - Boy ties to hit another boy leaning on iron fence with the soccer ball, but when he kicks the ball it ricochets off fence and hits himself in the head with the ball",1.0,1.0,0.9999995411305004,1.5963269e-20
502,5234,"Two teenage Asian girls wearing a necktie and bow in their hair and singing while holding drinks inside in a room with triangle flag decorations - Two Asian women, one wearing blue striped tie on head and one wearing pink bow, sit at indoor bar with arms around each other, laughing and holding drinks. - Two Asian women are singing while holding a green drink inside a room with colorful flags hanging . - two young women are singing together in a room with bookshelves and sun coming in through vertical blinds. - During daytime a pair of young women hold fancy drink glasses and sing arm in arm.",0.85,0.78,0.8454410678125759,1.1831873e-21
503,5263,"Man in Star Trek costume holds device with bright light indoors - a boy is flushing a flash light and yells, in a room. - A young black man in a grey shirt, dances in front of a wall while recording himself on a cell phone. - a young African American male makes movements and vocal sounds while holding a phone in front of him in an indoor room - A man wearing a nike sweater dances inside holding up a lit cell phone to music and yelling HEY!",0.79,0.5,0.7916666607215609,7.353558e-15
504,5281,"Dog on leash prances about with a paper cone in its moth on a sunny day - a brown dog with a harness, is holding a bottle and runs. - A sandy brown dog with a curly tail prances down the sidewalk with what looks like a rolled up newspaper in his mouth while on a leash on a sunny day. - a medium size dog on a leach is carrying the newspaper in his mouth and walks down a driveway following a rhythmic music - A dog on a leash prancing on the walk during the day carrying paper in his mouth with music in the background",0.77,0.78,0.7692307614929231,6.7596574e-21
505,5294,At night fireworks go off from top of tall building with cars on street below - fireworks are exploding above the city at night. - Fireworks explode at night over a tall modern building with many lights on inside it. - a fire works show at night in an urban area - Fireworks shoot off in the distance at night behind a large skyscraper with many of its white lights on.,0.82,1.0,0.8181818104135367,1.224166e-10
506,5318,"Two wrestlers stand in front of vending machines - two sport men, with no shirt, are holding large belts with large buckles, in a room. - Two shirtless, sweaty professional wrestlers slap their championship belt together and talk to the camera in a room with a Pepsi machine. - two White men wrestlers dressed with shorts and sneakers holding champion belts in an indoor room - Two bare chested wrestlers holding up championship belts.",0.68,0.78,0.6181645387536381,4.041795e-23
507,5334,Two Asian boys interacting with a small dog outside during daylight - Two very young Asian boys sit in outdoor park with one holding small dog - Two little boys are playing with a little dog with a pink bow in its hair outside. - two young boys sitting on a bench play with a small dog - Two young boys sit on a bench in a park during the day with a small puppy on one of the two's lap.,0.84,0.5,0.8399999937497303,8.824961e-09
508,5339,"Girl sitting on a hoverboard riding backwards across the floor of a room crashes into the wall making a large hole in the wall - Woman rides electric walker down slide into wall and holds hand over mouth when she sees damage caused to the wall. - A little girl sitting on a hoverboard goes and hits a tan wall in a room. - a girl sitting on a hover-board pushes herself backwards and coasts into a wall, hitting it hard enough to make a large hole and covers her mouth in surprise when she turns and sees the hole - A girl sitting on a hover board in a room, runs backwards into a wall and leaves a large hole in the sheet rock as another person laughs.",0.88,0.88,0.8344995948913204,9.5714805e-27
509,5350,"Woman lies in bed with a cat on her lap that scratches the woman's head - a girl is sitting up in her bed, holding a cat, that jumps at her face, after few words, in the bedroom. - A girl sits in bed holding her cell phone and a cat on her lap, starts singing and the cat claws her face. - a gray cat lying on a young white woman's lap suddenly attacked her - A lady in bed with a cat on her chest and she talks and then the cat jumps on her face",0.81,1.0,0.7796185308809085,4.290181e-10
510,5355,"Two men sitting and singing while others play guitars behind them - Two men sit and sing accompanied by guitars. - Two men are sitting and singing while people on musical instruments are standing behind them playing. - a seated man in a pink plaid shirt sings and gestures at the camera, as does the man seated next to him; two guitarists are behind them - Two men sit and sing as three musicians accompany them.",0.83,0.83,0.8122657876019683,3.044543e-05
511,5364,"Adult African male laughing and clapping while riding a rolling toy inside and falls off to the floor - Indoors in a hall leading from front door, man rides a 2-wheel floor cart then falls into carpeted room and a foot in cast is shown. - A black man breaks his foot riding a hover board down a hallway in a house. - a man laughs and starts riding a hover-board down a hallway and then falls and laughs. - In the daytime a man stands in a home hallway on a gravity board as it moves forward, causing him to fall backwards",0.75,0.8,0.7499999935785009,1.9693792e-33
512,5370,"Woman with long dark hair wearing a blue dress dancing in a room while objects fall to the floor - Woman wearing blue twirls in columned area of building, and snatches and throws objects before raising head and yelling upwards. - A woman wearing a blue dress dances as she comes into a large room with a black and white marble floor. - a young woman being photographed from above dances and throws flowers in a large room with an ornately tiled floor - A woman dances and throws flowers around an elegant entry hall",0.95,0.83,0.9523809454366888,3.6280934e-10
513,5399,"On a couch a man sits next to a child wearing large sunglasses - a young man is looking and smiling to a little boy with large sunglasses, seated near him, in a room. - A small child in sunglasses sits and smiles while a man wearing a beard talks to him. - a young white man seated next to a boy wearing sunglasses - A boy in a yellow shirt with adult sunglasses on smiles at camera with adult next to him asking if he is awake.",0.76,0.67,0.7647058749563628,2.0576156e-09
514,5402,"In a dirt yard, a gasoline truck and a car spin around in circles - a a car and a garbage disposal vehicle, are driving around in a circle, and creating dust, outdoors, in day time. - A taker truck and a small white car spin their tires and drive in circles in a parking lot on a clear day. - a gasoline truck behind a white sedan turning around their wheels making circles simultaneously on a paved road during day time - Oil tanker and a car spin their wheels and do circles beside each other in tandem in a large paved lot during the day making lots of smoke and dust.",0.91,0.73,0.9090909022418764,7.7414695e-15
515,5406,"African male teenager outside on a bicycle riding across a low concrete hump during daylight - On a sunny outdoors day, a young boy wearing a backpack smiles and riding his bike, turns it to mount a couple of stairs up sidewalk - A young black boy with a backpack on his back attempts to ride his bicycle over a curb outside on sunny day. - A young teenage boy shows how to drive his mountain bike over a sharp bump in a parking lot - Outdoors during the day an young man on a bike begins to ride it.",0.62,1.0,0.619047612296449,6.658008e-20
516,5410,"Tall bald African man in a suit hugging another African man in a red sweatshirt with Allin on the front inside a room - Indoor room, two men, one wearing a shirt with ALL IN on it, embrace and pat each other on the back. - Tall bald man is hugged by another wearing red jersey - Two men embrace while other men standing around in a large room. - two black men greet each other with a hug, chat for a moment, and separate",0.75,0.57,0.6603067170685566,1.6290368e-13
517,5415,"Group of men playing volley ball on a beach during daylight - Sunny day at the beach, two teams of men play head ball. - On a beach, two teams uses heads and feet on a large red ball by a net - A group of men are playing volleyball on a beach on a sunny day. - men are playing beach volleyball when one is hit in the head and falls down but the game goes on and he gets back up",0.84,1.0,0.8067909790298805,0.0008895472
518,5422,"Young man sits on shelf in refrigerator with pot on his head - a man, opening the lower door of a fridge, gets startled seeing a little man sitting there, in the kitchen - A man sits in a refrigerator with a pot on his head and surprises another man when he opens the door. - a man gasped when he opened the refrigerator in the kitchen and finds a very short man wearing a red shirt and a pot on his head inside - A young man in a red shirt and a cooking pot for a hat sits in the lower section of a white refrigerator and when someone opens the door he scares them",0.77,0.86,0.7734956146388902,1.87687e-13
519,5423,"In living room, a owl flies and lands on a wooden stand - a bird, that looks like an owl, is flying form one side of the room to the other. - In a room an owl comes off of its perch and flies toward the camera and lands in slow motion. - Inside an owl flies forward from one perch to one just in front of the camera - In a room, a slow motion, the video shows a small owl jump from its perch and fly to a perch directly in front of the camera.",0.72,0.86,0.7199999920900754,2.855404e-09
520,5426,"A girl with pigtails goes towards a boy with outstretched arms as if to hug each other and she bends and avoids his embrace - Standing against wall to wall board saying Magcon, young boy extends arms to oncoming man but man bends and avoids leaving boy arms still outstretched. - A boy passes another boy standing up against a white wall in a room. - a boy walks past another boy who has held his arms out for a greeting but the first boy ducks under the arms and keeps going as the second boy looks after him with a puzzled expression - As a young man stands in front of a large panel with company logos all over it, another approaches him but dodges a hug from him.",0.75,0.71,0.7208496471382339,4.7511632e-15
521,5428,"African man taking a photo of himself holding a black and white patterned shoe - Man takes a selfie of himself holding black and white shoe, then selfie is shown. - A young black man holds up a black and white tennis shoe and takes a selfie in a room in front of a black and white wall. - a man takes a selfie while he holds a black and white thing in front of the camera, then the image shifts to the selfie he has taken - A man holds a designer athletic shoe next to his head to take a selfie.",0.77,1.0,0.7592061303886485,2.4284585e-16
522,5430,"On a stage with people in colorful costumes man peeks behind red curtain - a young man wearing a blue suit, is pulling a curtain, looking in and returns to a group of young men wearing costumes, staring at him. - A man in a suit on a television set sticks his head behind a curtain and yells while other people watch and laugh. - a young Asian man dressed in a suit called for another person backstage - During a show inside an apparent studio set with costumed character contestants a man walks to curtain and peeks through curtain and says something and then hears an animal-like noise.",0.77,0.86,0.7741935399512445,4.026948e-12
523,5431,"Asian teenage girls cupping their hands around their mouths and yelling - Several Asian women appear in sequence smiling and raising both hands around open mouth against similar painted backgrounds. - Young Asians hold hands along side their mouths and shout - Asian woman are holding their hands up to their faces yelling inside of a room. - one at a time, several asian women shout in front of the camera",0.86,0.89,0.8571428509991281,1.6933955e-08
524,5432,"In a studio with pink lighting, blonde woman in sparkly silver top sings nto microphone - a blond young woman with headphones is singing to the mic. - A blond woman sings into a microphone in a studio while two men clap and laugh. - two black men laughing and a woman wearing a head set singing in a radio studio - A girls sings into a microphone while the people taping her clap and laugh and say SHE GOT IT",0.96,0.71,0.9629629563121468,1.7407574e-11
525,5440,"Four girls in white blouses and dark skirts tug on front of a vending machine indoors - four Asian girls are standing in front of a vending machine laugh and talk, in a room. - Three asian girls in school uniforms beat on a soda machine and laugh. - a group of four Asian young girls laughing while hitting a vending machine to get a drink - Three girls in school uniforms indoor perform some sort of contest in front of a vending machine with drinks inside.",0.94,0.86,0.9441717158442556,4.548565e-18
526,5442,"Two men in sunglasses meet in front of a wooden fence and shake hands and then the smaller man is riding on the shoulders of the taller man outside during daylight - Sunny day when two men meet outside, both wearing sunglasses, one also wearing a hat, and one ends up riding the shoulders of the other. - Two men shake hands by wood fence then the taller one carries the other on his shoulders on sunny day - A man in a white shirt greets another man and he ends up on carrying him on his shoulders outside on a sunny day. - two men greet each other in front of a wooden fence then the larger man carries the smaller one on his shoulders",0.85,0.5,0.8461538400930576,4.5923955e-14
527,5455,"Several young Asians dance about - a group of 5 Asian boys are dancing, in a room. - Several young asian men are dancing and mugging to the camera while young girls scream. - A group of Asian young men dancing and making faces in an indoor garage - During the day, older teens dancing and gyrating to music with oriental lettering on screen.",0.69,0.67,0.6389652993757156,3.9107765e-14
528,5465,"Outdoors a baby goat bleats as it is held by a person - a man is holding and talking to a noisy goat kid, outdoors, at day time. - A woman in a blue shirt holding a baby goat which is yelling at her while she laughs. - a newly born goat makes vocal noises as she is being held by a woman outdoors - A man ins a blue shirt outside during the day hold a baby goat and the man talks to the goat and the goat answers each time with a hi pitched cry.",1.0,0.73,0.9999999811261564,1.12035534e-17
529,5481,"Two African men boxing in a ring when the one in white shorts knocks the other one down - Boxing ring, one punch and a fighter is down but all except ref are laughing. - In boxing ring man in gold trunks is knocked down by one in white trunks - A man in white shorts knocks another man in black shorts down while spectators watch in a boxing ring. - one boxer knocks another down and the ref tells the upright one to go away from the man who is down",0.74,0.57,0.7122430465012529,2.6648686e-10
530,5483,"Indoors by brick wall two children move their arms and bodies - a black boy and a black girl are dancing in a room. - A shirtless boy and a girl in pajamas dance in front of a brick fireplace. - Two African American children dancing soft rhythmic music separately inside a house - Tow young children dancing, the boy bare chested and the girl in pajamas next to a brick wall or fireplace inside a room with music playing",0.94,1.0,0.9351784324529278,3.2045762e-06
531,5486,"Two men sit in car with seat belts on and sing - two boys seated in a car are singing. - Two men dressed in black, sitting in a car with black interior sing along with a song. - two African American men dressed in black are seated inside a car singing and listening to rap music - Two young men sit inside a car and do rap music.",0.82,1.0,0.8235294050388278,6.7119865e-10
532,5500,"Two Asian men and a woman talk and clap hands - two Asian man are asking an Asian woman some questions and she nods her head up and down. - A man in a bowtie says something to a woman on a gameshow, she nods in approval and another man laughs and claps. - An Asian young man talked to an Asian young woman who nods her head up and down but remained silent - Two young men during a show talk to a young lady who smiles and nods",0.79,1.0,0.7916666600325473,3.1810854e-09
533,5516,"From under blue tent, a man throws a white dove in the air that falls to the ground - a black man is holding white stuff in his hands and throws it up and away, outdoors, at day time. - A man in a suit holds a dove and throws it up in the air where it is supposed to fly away, but it flutter and falls to the ground where the bystanders are shocked. - People gathered in a group were surprised when a bird thrown by an African American male into the sky fell dead on the dirt road - A man, probably a preacher, in a suit standing under the canopy at a funeral preaches and throws a dove into the air to fly away and the dove goes up in the air then falls to the ground.",0.87,0.86,0.8499158023219968,2.5651765e-21
534,5557,"On sunny outdoor paved area, people on multi--person bicycle pedal - A group of seven cyclists, all bound in one circle, are moving together as one unit, on the road, at day time. - Seven people riding a riding table outside on a sunny day. - six people of different ages driving a vehicle simultaneously - Adults during day riding a multiperson self-propelled vehicle.",0.9,0.78,0.8999999939839212,2.9724495e-10
535,5598,Three teenage white males in a room surrounding a microphone with the one in the blue shirt talking while the one in the plaid shirt watches - Three men indoors talk to an interviewer with a mike saying *extra*. - Three men are standing and talking into the microphone in a room. - a young man . gestures and talks into a microphone held by someone off-screen as they are watched by two other men - A young man responds to a question by a person with a microphone as they stand in a room.,0.8,0.67,0.7318045982547916,1.9029875e-09
536,5609,"Two women talking one with a monkey on her head and the other with a pink headdress with veil inside - In door setting, two young women talk as one has a monkey on her head, ruffling her blond hair. - A woman has a monkey on her shoulders and another woman is talking to her outside on a sunny day. - a young woman with a small monkey on her head sings into the camera and is joined by another singing woman - Two young women, one with a small monkey on her head, speak to the camera.",0.95,0.78,0.9420280867849916,3.2824318e-10
537,5613,"Two people in Disney animal costumes pat at each other in front of spectators outdoors on paved surface - two people dressed like duckies are exchanging hand motions, in front of 10 spectators, at day time. - A person in a duck costume, gets spanked several times by a person in a Goofy costume and then turns to hit Goofy while people watch. - Two Disney characters, Pluto and Ducky engage in a make believe fight after Pluto provoques Ducky who was interacting with the public on the street during day time - Costumed characters outside during day and Goofy spanks Daisy Duck and Daisy turns around and pretends to puch Goofy.",0.91,0.83,0.9090909035651455,1.4673038e-28
538,5626,"In a yard a boy throws a toy airplane that comes around and hits him then breaks - a boy is throwing a toy airplane, and gets hit by it, outdoors, at day time. - A boy in glasses, while standing outside, throws a large foam plane which completes a loop and hits him in the mouth which knocks him down. - a young boy in the backyard fell on the floor after he threw a plastic airplane toy on the air and was hit by it when it came back to him - Boy in yard outside a brick house throws a large balsa or Styrofoam hang glider into air whereupon it loops back and hits him in the head.",0.84,0.78,0.8421052570785917,4.3969173e-20
539,5629,"Three young Asian men sit at a table with - threeAsian boys exchange food, at a restaurant. - Three asian people eating with chop sticks in a restaurant, but the one in the middle does not look happy. - Two young Asian men and an Asian woman sharing food in a restaurant - Several teens at a table eating with music in the background.",0.77,0.88,0.7727272668937353,1.15794755e-05
540,5637,"Woman sitting on couch in front of very large dice showing numbers 1 and 5 and talking - Blond woman sits on yellow chair, stretching and twisting, before putting hands on knees and talking. - A woman in a pink shirt with her elbows in the air is talking and moving in front of a black and white polka dot cube. - A woman in a pink t-shirt does simple seated stretches in a room with modernistic black, grey and yellow furniture and a 3-dimensional blue wall - A woman sits on a studio set with her hands behind her head.",0.73,1.0,0.7242038041910092,1.2186538e-10
541,5639,"Indoors, man with moustache holds plates of food in each hand - a man with a suit ,walks with two plates of food in his two hands, along the full tables in a restaurant. - A tall man with a mustache dressed in tweed talks to a woman in a restaurant while carrying two plates. - a tall white man carrying two full plates advances to a dinning room while talking - From a sitcom show a man in a plaid jacket and tie holds two plates of food talks to several people and walks off.",0.74,1.0,0.7368420985659702,1.181963e-13
542,5642,"Asian teenage girls reading pages of papers - Indoors, Asian woman sorts papers in her hand as another peers over her shoulder. - An Asian girl in an orange shirt is standing next to some other girls looking over a white paper in her hands in a room. - the focus is on one of the young women in a group that is studying some papers - Young girls stand and read papers while two people speak off screen.",0.68,0.67,0.6006662984997521,1.9999363e-15
543,5657,"White teenage male in a kitchen dancing knocks something to the floor and then knocks another white male in the head into the refrigerator - In kitchen, a young man wears a blue cap backwards as he jives and moves vigorously, knocking a container off a counter, then knocking down another young man who had just entered the room to open the refrigerator. - A young white boy is dancing around and hits another boy in his head as he approaches the refrigerator in a kitchen in a house. - Two men are in a kitchen dancing when one opens the refrigerator and the other accidentally hits him in the back of the head causing him to collapse - A young man dances in his kitchen, during which he first knocks an object onto the floor, then hits the back of another young man's head.",0.88,0.25,0.8670769937783701,4.620528e-13
544,5668,"African man in camouflage jacket walking towards an open vehicle and entering it while a photographer takes a picture on a busy city street during daylight - Black man wearing military fatigue jacket and talking on phone strides out of building and into limo where door is being held open for him, ignoring photographers. - A man comes out of a building and gets into a car passing a photographer on the street on a sunny day. - A person talking on a cellphone walks up and gets into a waiting car, saying hi to a bystander, then the bystander turns to show he has a camera - A young man walks from a building to a waiting car on a busy street as a man holding a camera takes his picture.",0.76,0.88,0.7472923836128058,2.1713358e-09
545,5701,"Two men boxing in a ring when one falls down and the other keeps hitting him causing the referee to tackle him to pull him off the other man - Two boxers in ring and when one goes after the other when he is down, the ref goes after him, tripping over the prone boxer and all wind up on the floor. - Two men are boxing and the referee tries to break them up causing him to fall on top of them inside in a boxing ring. - two men fight in a ring when one is knocked down and looks groggy; the other jump on top of him and punches; the referee moves in to break things up - Two barefoot fighters in a ring box until one knocks the other down onto the mat, at which time the referee attempts to get the other off him.",0.7,0.5,0.6999999932400136,8.1965214e-17
546,5706,"Soccer player on sideline puts orange cone against his forehead - a yellow sport team player, is kneeling and talking an orange stop cone, and looks through it, at the field , day time. - On an athletic field, a man dressed in yellow and black walks over, squats and picks up a cone and looks through it across the field. - a White young man dressed with a sleeveless shirt, shorts and running shoes kneeled down, picked up a cone and looked through it at a distance in a green field l during day time - An athlete in yellow shirt outdoors during the day at an athletic field walks over and picks up a small orange pylon marker and puts it to his eye pretending it is a spyglass.",1.0,0.78,0.9999996358836941,6e-45
547,5716,"Young boy grabs a bottle of beer on a table inside a restaurant and takes a drink - Young boy watches then reaches quickly across table and takes sip from a bottle which older man grabs away from him. - A little boy grabs a beer and takes a swallow and an older man takes the bottle away from him sitting at a table in a large room. - a boy sitting at a table in a restaurant reaches across the table, snatches a bottle of beer, takes a swig, and is forced to give it back to its owner - A young boy sitting at a table in a restaurant, snatches a beer bottle and drinks from it before it is taken away from him.",0.9,0.83,0.8999999932392698,1.4700518e-13
548,5746,"Woman pours a large bucket of water over a girl outside during daylight who jumps up and runs head first into a object extending over the sidewalk and falls down - Woman sitting on park bench )and wearing water wings on arms0 is doused with water from huge barrel and gets up to run away, slipping on grass and falling. - Someone pours a bucket of water on the head of another woman and she takes off running outside in the daytime. - a man pours a bucket of water over the head of a woman seated on a bench until the bucket is empty; she then gets up and starts running away but slips on the grass and falls - Outdoors in a play area, a young woman pours ice water on another young woman on a bench, who screams, jumps up and runs off, only to hit her head on a metal frame nearby and fall to the ground.",0.9,0.83,0.8798786568743592,0.0
549,5752,"A boy in yellow shirt climbs on chair in fast food place and wags his behind and the boy behind the counter throws something at hime and he turns and leans over the counter to fight - Man in yellow shirt, stands on diner chair and shakes his butt, then starts to leave when employee throws something at his back resulting in his return and a fight over the counter. - A young black man is messing with another man behind the counter in a carryout restaurant. - a young adult tries to climb over some furniture to get behind the counter in a fast food restaurant but decides not to; when the clerk throws something at him, he goes back and starts trying to drag the clerk over the counter - In a fast food restaurant a young man dances mockingly on a booth, the turns to leave as an employee throws an object at him, precipitating a fight.",0.85,0.71,0.8187906751737509,1.0153321e-23
550,5759,"Teenager inside in front of Coca-Cola machines holding a balloon punches it and it turns into a drink cup with straw - Two Coca-Cola dispensing machines are behind dark haired man who holds up pink balloon, pops it, then holds drink in glass which he sips. - A young man pops a pink balloon he is holding and it turns into a coke standing in front of coca cola machines. - a young man in front of some coke machines tosses and catches a balloon, pops it, and it turns into a glass of coke - A young man standing in front of several coca cola machines floats a balloon, then pops it to show him holding a cup of soda.",0.92,0.9,0.919999993143432,8.3212656e-17
551,5770,"In a yard beside a house, person dressed as Darth Vader is hit by a big red ball and falls into a tree - a person wearing dark costume, is hit by ball while walking, and falls into a bush, in the park, at day time. - A person dressed as Darth Vader walks across a lawn and is hit in the face by a large red ball and falls over into en evergreen tree. - a person throws a ball hitting another person dressed like a character in the Star War movie - During the day outdoors a costumed Darth Vader walks in front of an evergreen tree with a house behind it when someone throws a large red beach ball type ball at his head knocking him over into the tree branches",0.87,0.88,0.8613852871568543,1.6156856e-26
552,5783,Three people singing with a blond woman with long hair in the foreground - A blond is joined by a dark haired woman and a man as all look to viewer and sing. - Two women and a man are saying the exact same thing at the same time while looking into the camera. - a young woman sings to the camera as she sits in front of a singing man and woman - A trio of two young women and a young man sing a song into the camera,0.72,0.78,0.7129892611498274,0.002595097
553,5805,"Boys ride on roller coaster in amusement park in daytime - four boys seated in a car of an amusement constructions, are yelling, at the amusement park, day time. - Young asian men ride down a hill, some with their hands up, on a roller coaster at an amusement park on a sunny day. - young Asian men going down in a roller coaster in a fun park during day time - Older teens ride a roller coaster with various shots and angles taken.",0.7,0.78,0.6951764387716552,4.852001e-11
554,5826,"Old woman with a seatbelt sits in a car at night - an elderly woman with white hair, wearing a seat belt, is singing and moving, in the car, - A older woman with white hair and glasses sits in a car and then bobs her head back and forth. - An old woman in a car at night listening to lyrics with dirty words saying OH MY GOD - In the back seat of a car at night, an older women listens to a young woman's voice sing a rap song.",0.82,0.71,0.8181818116941185,4.7144276e-16
555,5867,"Asian teenage girls in black sequined dresses dance and sing beside a girl in a purple skirt and white shirt with an purple Y on the front - Group of Asian Women, some dressed in glittery gowns -- with two playfully hitting at each other, some in cheerleader outfits, stand and smile. - Several Asian young women on a stage, some in black sequin dresses - A group of young women are dancing while on a stage inside a room. - four women in sequined dresses, one of whom holds a microphone, sing, clap and laugh before a group of other people who are dancing",0.74,0.86,0.729172824890266,1.1112202e-09
556,5876,"Man riding inside a motorized shopping cart around the floor - grown man rides in circles in motorized grocery cart, indoors. - A large man in a yellow cart twirling around as people watch. - A person in a motorized grocery cart drives and spins in front of some people standing in front of what might be a personal computer showroom - A man sits on a motorized cart in an office area and spins around.",0.84,0.5,0.8507628746084283,1.736977e-14
557,5882,"White male teenager wearing glasses and a white tee shirt sitting on a bed in a room singing - Man sits on edge of unmade bed, keeping eyes shut, and opens them to smile and turn head side to side. - A man in glasses is sitting and talking on a bed in a bedroom at night. - a young man with a short beard sits on the edge of a bed and talks - A young man sits on a bed and sings a song at night.",0.88,0.71,0.8583264394134803,2.1663157e-06
558,5915,"On a stage with purple wall a seated woman puts her hand above her eyes and turns from side to side - a seated young woman holds her hand over her forehead , and is moving forward and right and left, on the stage. - A black woman holding a microphone and sitting on a gold chair peers out into an audience. - a woman with a microphone seated on a chair on stage moves her head around with her hands over her eyes in front of an audience - A woman is seductive clothing sits in chair and puts her hand to her brow and scans the audience",0.77,1.0,0.769230761540533,2.0929483e-15
