video_id,description_0,description_1,description_2,description_3,description_4
4760,"At a conference, a person is seen on a screen with Google chrome symbols in front of an audience.",A person is showing a presentation to a large group of people.,A view of a projection showing the Google Chrome logo with an audience behind it.,"a large video screen shows three smaller screens, one with a man",A large wide screen with google chrome symbols on it
433,A man is doing tricks on his skateboard in front of a crowd.,a person rides a skateboard that they have with them,The skater is attempting to do tricks for a large crowd of people,A boy on a skateboard doing some skate tricks for the people,The young skateboarders prepare to skate in the competition today.
2527,A lady sitting next to a child smiles calmly while addressing the camera.,a lady speaks to a reporter and a person stands next to her,An African-American woman with short hair smiles and speaks in an interview.,a woman in blue clothing is answering a question while a child behind her watches.,A woman in a blue dress sitting and talking to the camera.
5880,People practicing swinging and jumping while others yelling out commands.,Two people are swinging around and then drop on top of a trampoline.,Two acrobatic performers train on an outdoor trapeze set up on a sunny day.,Two people swing attached to one another above net when when drops and falls on net.,A trapeze artist lets go of his partner and she falls on the net
7374,Four children outside playing with each other while sitting on stairs,"A group of four boys are outside playing. One is pinching his nose, and one is pulling his buddy's ear.",A group of children make faces and mug for the camera while sitting on steps.,Three children sit on stone steps next to piece of sheet metal,A group of small boys interact with the camera and one holds his nose.
3181,A child runs around in front of a decorated Christmas tree with presents underneath.,A small child is running in circles near the tree.,A small boy in red pajamas dances happily in front of a Christmas tree with presents at the base.,A you child skipping around the room in front of the Christmas tree that is full of gifts,A small child in a red shirt and striped pants dances around in front of a Christmas tree
3925,A baby sucks their fingers as food is all over them.,"A little baby sits at its high chair, covered in food and sucking on its fingers.",A young baby is sitting in its highchair eating food and getting it all over its face.,A baby in a green shirt is eating with his fingers and has a messy face.,A baby sitting in a high chair messily eating a green food.
5282,A baby boy in a white sweater walks towards something.,A young child wearing a yellow sweater walks towards something he wants.,A small boy on a checkered carpet is dressed in a nice outfit and tentatively walks toward something.,A white cute baby on a cream color jacket walking across a room,A you child in a white sweater walks along a floor
4699,"A little boy on short skis moves along, an adult moving in front of him, supervising.",A young child is using skis while and adult supervises.,The little kid in the coat is learning how to ski on a clear day.,A toddler is skiing down a tiny hill while their parent run/walks in front to make sure they're okay.,A man walks backwards in front of a child that is skiing towards him
5252,A group of about 10 women and having a conversation around a round table.,A group of women sit and talk at a table in a room.,People sitting around a table as a woman speaks to the group.,A large room of women are gathered around round tables,A group of professionals in a large conference room sit around a round table.
9400,A theme park ride ends and new passengers advance in the line as the old passengers leave the ride,"Several people are walking in a dark tunnel, some are seated.",A person in line is taking a video of people walking by and a crowd.,Many people are walking into a restaurant while others eat their food,a woman in a black hat looks out into a crowd of passersby
9555,A tree full of green branches and green leaves with dead leaves on the ground.,A dense forest appears to reveal some moving creature in the distance.,"A camera zooming around a wooded area, finally resting on a steel trap.",An animal is seen hiding behind a tree in a woody area,A shot in a forest with the camera focusing on a spot between the trees.
9831,A boy in the red jacket is eating something on the street.,A child in a red coat stands outside as they eat something from their hand.,A child holds a snowball in his hand and takes a bite.,A kid in a red jacket and a white beanie eating what it looks like ice cream,A small child in a red coat is eating a ball made of snow.
5118,A man is singing into a microphone and pointing at the audience,A man wearing a black suit is talking into a microphone in front of a large group of people.,A man with a suit jacket gives a speech while people in the background play the guitar and keyboard as people look on.,"A preacher held church service for his followers, as the band stood in the background.",A man is speaking into a microphone while pointing into the crowd with his finger.
5233,A black and white cat looks at shoes in an indoors environment,A black cat stands outside on the porch as it wags its tail.,A cat moving his tail while looking around a room with potted plants.,A cat is wagging it's tail and looking around at some plants.,a black and white cat stares at potted plants outside
4486,A record is spinning and being played on a record player.,A vinyl record album slowly turns on a makeshift record player.,A close up of a record player with a red probe and a blue and white center.,A record spinning and then coming to a stop on a record player.,An old school vinyl record player with a black record and blue
9711,Someone with gloves examines a watch and flips it over,a person is holding a watch without a wristband and flips it from backside to front,A small watch is seen without the latches on both sides.,A person is examining the back of a nice silver watch.,Someone is closely examining a watch back and then face
2949,A guy is singing while another plays the drums on rock band.,Two adults are playing a video game that uses both drums and a microphone.,"A man leans back, twirling drumsticks, then goes forward to hit electronic drums.",My friends and I playing rock band while hanging out.,Man plays with drumsticks and plays the drums with a laptop screen above it.
1052,a machine is being shown with the different parts that it includes.,Inside view of a powerful computer with a speculation sheet being displayed,There are some shots of a Magic-1 Homebrew CPU computer.,The inside components is on display with a plaque of information underneath.,A computer is inside a large metal container and can be observed through a clear panel.
1823,"An individual drives slowly on a one lane road, following behind a small red car.",A backseat driver is filming a man driving while a red car pulls into a garage.,A person driving through a one-way street as a red vehicle passes by.,a driver drives the wrong way down a lane with cars parked to his right,A man is gesturing as he drives down the street
5347,a gathering of people waiting for a presentation at a church,a group of people hang out together at some kind of meeting,A group sits in pews while waiting on the church band to get set up to play.,In an  church the seats are full and it looks like everyone is getting ready for a show on stage. It is Christmas themed.,A man in a grey shirt talking to a man in a red shirt an a performance
1449,A little boy wearing a striped shirt plays with his toy on the couch.,A little boy wearing a striped green and white sweater plays with a toy.,A little boy with black hair and a bib is standing at an ottoman with a yellow toy in his hand.,a baby stands next to an ottoman holding a yellow clapping toy,Toddler with bib on has yellow toy in hands and turns around.
6667,an old person looking at a book and holding a finger to their nose,An older woman reads from a child's book to another adult.,An old woman places something on the table with a book in her hands.,A old woman puts down a cup as she reads a baby Einstein book. A woman on the side of her listens.,An elderly lady reading a book to a lady sitting at her table
2780,Some guy near a table on the street saying something weird,A man in white cranks a handle and places an object on the table.,The man is spinning a wheel and preparing food for people at a fair.,A person spins a wheel in order to grab a long object.,A man turns a mechanical crank to perform a task next to a long table.
9224,A few kids look at a fish that is swimming in the water.,A group of boys are watching a fish swim in shallow water.,Various people are walking in ankle deep water and follow around a fish.,A bunch of people inside water chasing a fish trying to catch,A group of people in a very shallow body of water try to catch a swimming fish.
5853,"Person sailing on a sailboat really fast, probably on an ocean.",A boat is going through the ocean while the waves show on the side,Watching a sail boat bow wave splash water as a man guides the boat.,A person steers a yacht while the water zooms quickly by.,a man in a grey shirt steers a white boat in an ocean
6622,a group of young players getting ready for a football snap,A young group of football players are seen preparing for a play while adults look on.,Two groups of young boys are playing football in a muddy field.,An amateur football team lines up for the beginning of the game of another amateur team.,Young football players get ready to start a football game on the outdoor football field
4301,A male shoveling snow with a shovel wearing a red coat.,A man shovels snow out of a path during a cloudy day.,A person in a red coat shovels really deep snow off the pathway.,Man dressed in red winter jacket and gloves cleans pathway from snow using his shovel.,A man in an orange jacket shovels snow in a fur hat.
9039,A view of trees in the fall season as the wind blows,A large forest filled with various types of trees is show.,Trees that are shedding their leaves and that are bare are filmed.,various types of trees wave in a slight breeze in the autumn,"trees in the fall moving slightly in the breeze, peaceful"
5683,a girl walking towards the audience trying to find a seat,A shaky view of two women walking down an aisle holding papers.,young ladies walk up the aisle of an audience in front of a presentation,A woman in a pink shirt walks down an aisle while people are on stage.,A woman walking down the aisle of a performance with a group of people on stage
6669,A large crowd of people are gathered for and event.,"During a gather, several people sit in a circle in the grass as someone walks past.",A person approaches a group of people sitting in a circle while others watch.,People sit and stand on the grass surrounded by tents,A crowd of people gathers around several tents at a community event.
1202,Two men carry a tray of barbequed meat to a table in a yard,Two men walk around carrying something and prepare to place it on a table outside.,A group of people carry a large plate to a table during an outdoor barbeque.,A group of people gathered in a yard for a party outside on the grass.,a camera surveys a hillside where white chairs are gathered in rows with people standing around while three white men carry a tray and place it on a table at the front of the hill next to a house
6886,A little bird is hovering over the ocean and getting close to the water.,A white and grey bird flaps its wings close to the surface of the water,The bird is having trouble flying in the wind above the water.,A bird is flying above water in the middle of a cloudy day.,A seagull flies across the top of a choppy blue ocean
7932,A group of people are gathered on the sidewalk while a middle aged couple are close together and the woman holds up a paper.,a few people stand with each other and are amused about something,A couple is holding white piece of paper in hand in the streets.,Many men and women are standing on the street as one reads something,A group of people outside a yellow building are chatting while holding white paper.
6690,A couple of boys interact with each other in the grass outside.,Two children playing on the grassy hill while people walk by.,A child picks a hat up off the ground with his hands and shows another child.,Two little boys are outside playing with a cowboy hat.,Two small boys are playing with a hat on the grass with other people nearby.
41,Maybe this is what it would look like if a dragon had a rave.,A view from a high location watching an event taking place on stage.,A DJ is onstage performing with many lights and special effects.,A stage lights up with blue and pink lights as pictures play on the screen,a concert stage in a large venue lights up with blue and pink lights
2234,A man takes a shaky selfie video of himself while he runs,a person is holding a camera while running near trees,The camera films an extreme closeup of a person running.,A boy is running around near trees as the camera pans side by side,A man runs past trees in an out of focus video
965,A baby smiles at the camera while wrapped in a white cloth.,a small baby is filmed up close while smiling into the camera,A little baby dressed in white smiles and sticks its tongue out.,A baby is looking really excited and astonished as it stares at something.,a baby licks its bottom lip while wearing a white shirt
7595,A group of people are gathered in a room walking around,A group of people stand around in a large room full of tables.,People are gathered in a large house and walking around it.,A group of people standing and walking across a room,A dark blonde hair woman with blue coat walking around the room.
6697,A child is playing in the snow and moves through an igloo like enclosure,A young child laughs while playing inside of a large opening of snow.,A young boy dressed in winter clothes is making an igloo out of snow.,two children  in winter gear enjoy an igloo after a snow,Two little kids in hats are under a snow fort
2542,A lady with an eye glass on saying something from a book.,a lady with glasses on her face reads to people,"A woman wearing glasses with her eyes closed and speaking, suddenly opening her eyes and looking forward.",Blonde woman in large round glasses talks to the camera.,A lady in a maroon shirt appears to be singing to the camera
1359,A man in a red coat takes a yellow banana.,A man in a red sweatshirt grabs a bunch of bananas.,A person grabs a bunch of bananas on a table.,A boy is taking the yellow banana while a woman is speaking on the mic.,People stand and walk around a large tree. A man grabs a banana.
7486,A man and woman talk and laugh with each other as the man looks over at the camera filming them.,A young couple are talking to each other and smiling.  The man stops and looks up and smiles.,"A blonde man wearing a blue shirt standing next to a blonde woman says something to make woman laugh, then looks at camera, while another man with dark hare and a dark shirt stand in background.",a man and woman at a restaurant together and laughing,a man speaks to a blonde woman next to him
4692,A man is sitting in the mic holding a paper in hand in front of large group of people.,A man dances and sings in front of a mic as people watch.,A man is singing into a microphone in front of a crowd of people.,A guy is in front of a microphone speaking to a crowd very eagerly.,a man in blue pants talks and dances in front of an audience
1103,A group of government officials speak on a panel against a backdrop of flags,a panel of foreign leaders speak at a conference while a photographer walks by,A group of men representing nations talk at a press conference.,A group of men sit facing the crowd with various flags behind them,"People sit behind flags while talking to others in front of them, one guy with camera stoops by."
8858,a group of people are roller skating while others are watching.,a group of skaters go around a court with pink helmets on,A group of kids wearing skates and knee pads skate around a rink.,a group of girls skate in white shirts around a gym,A group of roller skaters skating in a competition and kids falling
20,Little girls rolling dice and playing a board game together.,A group of children and adults stand in front of a table.,People gather around a table where a game is being played.,girls and ladies stand around a table and move pieces to a game,A group of people in front of a board game playing enjoying their day
3646,A group of children are wearing graduation gowns and sitting in a row of chairs.,a group of people sit on chairs outside in the daytime,Several small children are on stage in graduation cap and gowns.,A small child graduation with children in caps and gowns,young boys and girls in graduation caps and gowns sit in chairs
6263,The girl in green is being introduced to a group of people.,a woman in a yellow shirt and white shorts steps back as the man is talking,A woman in a green top stands next to a man in a white shirt in a dim room.,Two people are inside and are looking at each other and talking.,A man and a woman are explaining and preparing to demonstrate something.
6620,a woman wearing a pink shirt and jean pants is swinging body side to side while watching the television,A woman dances around on a platform as she looks at a television set.,A woman stands on a Wii Fit board and performs exercises.,A woman performs exercise maneuvers in front of a TV.,A woman dances in front of a TV screen as a little boy sits and watches.
5432,A woman walks towards a group of people in coats seated on the ground.,A group of people sit outside on the ground and watch a table,A group of people get comfy while sitting on the ground waiting for something to happen.,A large group of people are sitting on the ground waiting for something.,A group of people sitting on the ground outside in front of a projector.
7700,A woman waves her arm in front of a large tree in the ground.,a person stands next to a tree and points some things out,A woman is pointing along a large area in a big yard,A ;ady is describing an area with a tree and some seats,a woman shows off an old tree in a picnic area
2440,A zoo show performer is singing with an animal happy birthday to a crowd,A group of people are gathered together in the stands outside listening.,A man performs before a crowd in an open-air auditorium setting with a large crowd.,A large crowd of people watches a man on a green stage.,An audience in an outdoor arena watch a man talk.
8805,A bunch of post its in two columns.  A person points to them as she looks at another person.,A person looks at a row of pieces of paper on a table.,A girl looks down on multiple sticky notes that are placed on a table.,A woman sitting at a brown table with papers on it.,8 Post-it notes are on a table as someone puts two fingers next to them.
3874,A cat stares down from a railing outside of a house.,A grey cat is sitting on a board that extends out of the window of the house.,A gray and white cat sits on a pole above a blue trash can in front of some windows.,a grey cat sits perched outside of a building's window,A cat is balancing on a post next to a window near a blue tote
9429,A man improperly picks up a shotgun and doesn't know how to handle it since it points at his head and not down range.,A man holds a gun and then places the back of it on the ground.,A man is smiling and holding a shotgun under a wooden shelter.,A man wearing a hat and earmuffs is at a target practice place.,A man swings a large gun into his chest in a shooting range.
9448,A woman holds up a black and white bowl in her hand,A person is reaching out while a woman holds a bowl.,A person is holding a bowl in their hand after having sipped from it.,A woman with red lipstick is holding a black and white bowl after drinking from it.,A lady is sampling something in a brown and white bowl and the picture needs to be rotated
9778,A large group of people are sitting in a conference room.,A cameraman scans a large convention room full of people sitting in chairs.,A camera pans around a semi-filled room with people in green chairs,A camera pans across a room of people sitting in grey chairs.,A panoramic view is being taken of a crowd in an auditorium who are patiently waiting for a performance.
7401,A young boy is practicing his lacrosse skills outdoors in Summer.,A boy is playing hockey in the alley while wearing his shoes.,A small boy practices his hockey shot at an outdoor net set up near a garage.,a boy in a red shirt practices at a hockey goal with stick and puck.,A kid in a red shirt with a hockey stick in its hand practicing
253,The camera points towards a woman and then to a man that is talking.,a lady sits and talks to a man who is wearing an earring,A man in black with glasses explains something to multiple people in a room.,A man is standing in a studio talking and a woman is watching him.,The man with the glasses and black t-shirt dictates to people in front of multiple cameras.
2536,A seal turns its head as it lays in shallow water near the beach.,"A black dog is standing in a body of water with just his head and part of his back out of the water, and turns his head",A seal pokes his head up from the water and basks.,A dog mostly submerged as it relaxes inside a body of water outside.,A seal with his head poked up from the water
8343,A baby sitting in a high chair is being entertained by adults,A baby seated in a booster seat acts makes a funny gesture.,Someone is gesturing at a baby with a bib on.,A person feeding a baby steps back while holding a spoon of baby food.,A little baby in a highchair and bib is offered a spoon
10014,A boy takes a vow as a junior forest ranger in front of an adult,a boy wearing a ranger hat is being sworn in at a desk by a woman,A child in a hat talking to an an adult across a table,A boy in a ranger hat raises his hand and talks to a female park ranger,A kid wearing a blue shirt and a brown hat
5834,A girl trips while trying to show her family the latest dance moves.,a girl stands in front of the camera and does a dance move,A girl with long brown hair stumbles backwards in a doorway.,A lady in baggy pants losing her balance then stepping forward,A woman in a black shirt stands in a doorway and stomps backwards
2034,a person in a red shirt riding a bike through a narrow street,A man is seen riding through a crowded street on bicycle.,A man in a red and white shirt follows rickshaws on the road.,A man wearing a red shirt bikes down the street by several cars,A man in a red shirt is riding a bicycle down a street lined in cars.
9753,A person claps their hands in front of them in a dimly lit room.,Inside a dark bar or restaurant with candles lit there are people clapping their hands.,There is a music group playing at a very dark bar,"People pass tables that are lit up by candles, in a dark restaurant.","In a dark room, there are two lit candles, two roof lamps and a computer monitor in the distance. "
1669,here is a person giving a speech at a podium in front of an audience,A man stands at a podium against a black backdrop and speaks into a microphone.,A man wearing black speaks to the crowd from a podium.,A white man is at a podium speaking into a microphone.,A man in a black suit talks into a microphone
129,a family sitting around the table talking and having a party,Several people in lab coats are gathered around a table covered in foil surrounding a foil pan.,Adults and children gather round the cake during a science themed birthday party.,A group of women wearing white coats gather at a table.,A group of people making something together in white shirts
2000,A group of girls are eating ice cream and socializing,"A group of girls sitting, talking while reading and eating.",Two women sit next to each other and eat ice cream.,Two women eating out of blue cups talk to the camera,A lady with curly hair and glasses wearing a white shirt
4608,Taxis and other vehicles move down a busy city street.,A car makes an abrupt turn into traffic at a red light.,Taxi cabs are driving down the road after picking up customers.,A black sedan stops horizontally near the intersection of a road,Lot of cars on a busy road driving in different directions
4477,There are two little children outside looking at something in the distance.,Two young boys stand up and start talking to each other and the cameraman.,Two boys stand outside speaking about something they saw in the dark.,two little boys most likely brothers are observing something interesting,young boys stand at the edge of a dark field and look intently.
5030,A woman playing doubles serves a tennis ball across an outdoors court,A group of people are playing tennis with each other while others are watching.,A girl in blue serves a ball during a tennis match on a tennis court.,A girl on a court serves a tennis ball across the net.,Four women playing doubles tennis outside on a tennis court.
867,A woman holds a wooden sign outside in front of others.,a great haired woman in a black jacket turns to her right,A woman holds a fraternity paddle while chomping on gum.,An older lady is outside during winter holding a wooden plank that says something.,An older woman holds a plank of wood as she stands in a forest.
465,A toddler shouts while in a restaurant while other people are watching,A boy smiles as he sits in a chair in an outdoor seating area.,A child is happy and talking while sitting at a booth inside a cafe.,A young boy happily talks in an outdoor sheltered eating area.,A young child appears happy and is speaking under a canopy.
6809,Tourists walking down a road talking while viewing the sights.,People walk along a path with large buildings in the background.,people are walking along a white gate towards a large building on the right,A group of people walking on a bridge towards a particular direction,People walk next to a shite metal fence and a building to their right.
619,a person is making and going to pour tea from a saucepan,A man dressed in a black site uses a small pan to pour something into another thing,A man in a black suit is preparing a special warm drink by pouring a hot liquid into the glass.,a person in a black suit prepares to make a cold press coffee,a man spills liquid from a small pot in which he is transferring liquid.
7417,Construction worker working on the exterior of a house after it is framed.,A man is on a ladder taking a look into a window of a house.,A construction worker stands on a ladder as he builds a house,A man is on a ladder next to the entrance of a house,A man standing on a ladder inspects the side of a beige house.
279,A man stands around wearing white while bikes sit in the area.,Photographer snaps a few photos amidst the setup of a bicycle expo,Several people are beginning to gather in a large open space with multiple exhibits.,A man poses with an old bike for a picture in front of several bikes.,A man takes pictures in an arena full of bicycles
502,A young girl displays a creation made from playdoh in her hand for others to see.,A girl with a white top and glasses holds a toy as she sings.,A young bespectacled child holds a creation made of Play-doh.,A young girl holds blue play dough and talks to the camera,A little girl wearing glasses is playing with play dough on a blue table
8959,A man is putting a group of crabs into a big pot.,A man wearing sunglasses puts two crab into a blue bucket with crab in it,The man is putting crabs into a bucket on the table.,A guy is putting crabs into a pot that he's grabbing from below the camera.,A man in glasses talks to the camera and puts crabs in a pot
6333,A man sitting in a chair receives a fork while sitting outdoors next to a van.,A man is sitting outside.  Someone hands him a fork.  The man reaches out and takes the fork.,Someone hands a silver fork to a man in a brown sweatshirt.,A man in a chair takes a fork being handed to him,The camera person hands a fork to a man sitting in a chair in the grass
7033,"2 Boys are facing the camera, one isn't and the boy in the middle is speaking.",Three young men next gather next to each other as the one in glasses speaks.,A boy with glasses is talking into the camera as one boy on each side of him wearing the same shirt watch.,Man with glasses is singing next to two other men who are not.,Three men in green and white stripes shirts talk to the camera.
2209,"Two men pushing a large, old, beige car onto a ramp-trailer, while another mans steers the car and towards a fourth man directing.",a couple people push a car up onto a ramp to be taken,Two men are pushing a classic car up on a trailer on the back of a truck.,Classic car pushed onto trailer and stops short of goal.,Two people pushes an old car on a trailer while a man stands in front.
6350,A group of people are huddled and moving in a circle together on sand.,a few people huddle together with each other in the sand,A group of people walk in a circle together on a beach,"a conga line of girls and boys with pink shirts, white shirts and no shirts winds its way in a snaking pattern along a sandy beach",College students are playing a game where they all hold each other and walk around on the beach.
1927,A person is carrying a child from a window onto a couch.,a person wearing white pants carries a child across the room to the sofa,Someone is holding a small child and carrying them over to a sofa.,The bottom half of someone in white pants is shown carrying  a baby,An adult carrying a child is walking toward the nearby couch
9508,Man wearing a nike sweater at a nike sponsored event,A man in a black jacket stands outside a building and talks.,A person wearing a black and white jacket speaks to the screen.,A man in a tracksuit talking to the camera outside a brick building.,A blond man in a black and white workout top talks in an urban environment.
4014,A boy kicks a soccer ball towards the goals but misses by hitting the goal post.,A guy wearing an orange uniform running and kicking a ball towards a netted goal on an open dry grassy field on a sunny day,A man in an orange uniform kicks a soccer ball into the net and it bounces off.,"The person in the orange uniform kicks a ball across the green soccer field, toward the goal.",A boy in an orange shirt kicking a soccer ball into a goal
5304,a man with a red tie talking on a screen in front of people.,A man in a suit sits on a white couch and talks.,The man on the screen is sitting on a white couch while giving a presentation.,A television screen is shown with a man in a red tie,footage of the pastor of some megachurch is shown on a large projection screen
7949,a boy stands with his friend and reads from a sheet of paper.,One boy has his hand on another boy's shoulder as the look at an item.,Two boys look down at a sheet of colorful paper,A child looks at a drawing as he talks to a companion,Two young boys are observing a pink object in a school or office setting
4828,"In a dark room, a baby is watching something with anticipation. Their eyes are as big as flying saucers.",a baby with big eyes is smiling in a dark room,A small baby is looking at something and is intrigued.,A baby is shown up close as the baby looks forward.,A baby is sitting staring at something and then starts smiling.
5614,Two small animals in a cage walking on the shredded paper floor.,a small young creature is moving around on shredded paper,A small yellow baby animals is slowly turning around to a food bowl.,baby animals play around on wood pulp inside an enclosure,Two brown skin color puppies happily playing in their cage
505,Two small children in car seats ride in a car and eat.,a boy with a beanie on looks over to where the girl is in the car,Two toddlers are sitting in their car seats munching on food.,The two kids happily eating at the back seat of a car,Two children are in the backseat of the car and  the boy is eating something
5968,A woman wearing black is speaking and a man with arms folded sits next to her.,A woman talks to a group while a man sits beside her with is arms crossed.,A lady is sitting in a room and talking with other people sitting around her.,An older lady in black is talking to a small group of people.,A woman talk to a group while a man sits next to her.
1519,A group of people are out in a bar watching performers.,People sit in chairs and watch something in a room with lots of lights,A group of people sit around tables at a social gathering.,a crowd of people sit at tables in a large banquet room,A group of people sitting inside looking onward at a ceremony of some kind.
9800,Groups of people are wearing funny costumes in a large hall.,Several individuals dressed as characters converse and walk around at a convention.,"At a convention center, a bunch of people dress up as different characters (including a Ghostbusters character).",A man with a Ghostbusters outfit is seen at a convention,A tall man with technology attached to his back speaks to a man in white.
96,A man reaches for a glass on a table while looking at another.,People are gather around in a seated circle appearing to play some drinking game.,People are gathered in a living room playing a game.,A group of friends talking and drinking in a living room.,Several people are gathered in an indoor room and talking.
4257,a group of athletes are running around a track at a fast pace,a group of runners on a track running closely together,A group of runners runs the bend in a track together,Approximately a dozen people run along a track while people watch.,A group of people running around a track while people stand on the side.
2985,A well dressed woman sits in a studio speaking in front of a microphone.,a woman speaks in a blue room with a microphone in front of her,A woman wearing a grey suit sits near a microphone and speaks to the camera.,The woman dictates into the camera as the microphone sits to her left.,A blonde lady wearing a blue suit sitting in front of a microphone
7505,A person holds onto a fish that they have caught from the water.,A man is holding up a fish he just caught while standing on a boat.,A large fish was caught and is being taken off the hook by someone on a boat.,A person with white pants and white shirt holding a fish.,A person wearing white holds a fish that was recently caught.
4002,A man in red is reviewing a popcorn brand named poppycock.,A man holds a container of food and speaks while reading off of it.,A man holds a container of poppycock popcorn while reading the back.,A man holds a can up to the camera and reads the back of it,A man holds up a can of popcorn mix and talks.
8787,A bridge moves around while people watch in the daytime.,A group of people watch from the sidewalks as a bridge moves a section.,Two people watch a section of a bridge slowly turn around.,The middle section of a  bridge starts to turn to form an opening.,a bunch of people looking at a red moving bridge
509,A man in a white shirt on a stage gives a speech into a microphone,People are gathered on stage preparing to sing a song while a man holding a microphone addresses the crowd.,A man is on stage with several others speaking into a microphone.,Mark Watson show is happening while he is on stage alongside other people,A man in a white shirt on a stage speaks as several others behind him clap politely.
8039,A pile of fireman equipment is laying on the floor with a guitar case nearby.,a man wearing black boots stand near firefighter gear on the floor,Firefighter equipment is sitting on the floor in a building.,Fire fighting gear is show laying on a concrete floor,A lineup of the fire equipment one man needs to go on the job
7067,this man has welcomed the viewer to see the chimes and even play them,an elderly man wearing a jacket is pointing towards something on the wall beside him,The man in the green coat is showcasing the wind chimes.,A Caucasian man is standing in front of a display of different sized wind chimes.,"A man explains a display of what looks like large, black wind chimes."
2530,a woman speaks to the camera outside of a cafe,A lady is outside near a cafe talking on the sidewalk during the day.,A woman stands in front of a building that has a sign and awning.,a woman with curly hair speakes as a cafe sign is shown,"A lady with glasses is talking and standing next to a sign that says ""cafe""."
4906,The street is being filmed and there are cars all along the side of the street.,"A car rides along a city street, passing cars and buildings.",A city street is filmed from the passenger side of a vehicle.,A car passes cars parked on the side. How does the knee feel?,The view out a car window as it drives by various buildings and shops.
9624,Chefs are in a kitchen preparing a meal and learning a cooking technique from a teacher.,Three men are standing in front of cooking utensils talking.,Three men stand next to each other discussing a recipe they are making.,Three white chefs in the kitchen trying to prepare a meal,Three men in a kitchen discuss what they are cooking on
2043,Question and answer period at a conference with multiple attendees at a table.,Multiple people are sitting at a table with a black linen while speaking into microphones.,Several people speak into microphones on a panel while drinking water,A line of individuals against a black sheet are talking amongst one another,A panel of two men and two women speak into microphones.
3784,A baby wearing a pink shirt sits on a black bench.,A little girl in a pink top is sitting at the park on a bench.,The girl in pink is sitting on the black bench moving her feet.,A little girl in a pink shirt sitting on a piece of park equipment.,A pretty little girl on pink sitting on a bench outside
8796,A recording of a large crowd gathered in front of tall flashing lights.,How cool! At a concert a crowd goes wild in the dark as the music plays and the lights play off the beat.,Lights flash in front of a crowd during a concert.,Flashing lights on the stage of a concert at night,bright lights flash in sequence in front of a crowd
9001,A bird is walking on a branch during the fall season.,A forest that is full of trees with orange and yellow leaves.,"Outdoors, the red and yellow leaves of tall trees sway in the breeze.","something, perhaps and animal, moves in a tree in a park",Very tall trees have leaves in shades of green yellow and red.
3614,Two small black dogs walk towards each other on the grass.,Several people gathered in a grassy area with their dogs and children.,A view of a park shows a small crowd of dogs and people.,"Two people kneel on the grass while 3 dogs are milling around. There is also a toddler dressed in a pink outfit, petting another dog.",People are outside in the grass with their dogs playing
9117,Some children are sitting on a couch quietly while being videoed.,A young boy sits on a couch with three other people,A small boy sitting between two older kids notices the camera and smiles.,the camera focuses in on a little boy in a white shirt making a funny face,A family sits on a red couch and the camera zooms in on a young boy
3096,A man leads a dog on a chain across a parking lot.,a dog runs around in the parking lot with the owner next to them,Someone is walking the dog holding on to silver chain on the road.,A dog is on a chain leash and wants to run around the street,A person is walking their dog past a car and down the middle of a street.
3362,The little girl in pink is dancing in the living room.,A little girl with a pink top and blue pants dances around.,A young girl in a pink shirt & jeans dances in front of the camera.,A child wearing purple dances in front of a brown couch.,A young girl in a purple shirt and blue pants is dancing.
4052,a young child sitting in what looks to be a big black purse,a young child is sitting inside a black duffle bag and playing with its straps,A blonde toddler plays inside a black duffel bag on a hardwood floor.,A blonde haired little girl is sitting in a black duffle bag.,A little girl is sitting on a hand luggage inside of a house.
8649,A boy looks at a girl strangely as she adjusts her coat with her hands.,Little girl is reaching for someone on her shirt as the little boy looks on.,The boy and girl are sitting at a table while looking at the camera,A little boy looks at a little girl as they sit together at a desk.,a young girl pins a red flower to her coat
4548,A black and white bird with a yellow crest preens itself in an open field.,Two tall birds stand out in an open field as one bird cleans itself.,The birds are standing in the sand at the base of the mountains.,A bird tucks its head under its wing in the middle of a field.,Bird is standing in a huge open field with another bird not too far away.
684,A woman is standing in front of a television talking into the camera,A woman in a black shirt talks in front of a television screen.,A lady is reading off a teleprompter as she informs  tv land of the planned events.,A woman is talking while a screen display shows different logos behind her.,A women is speaking to the camera and appears to be promoting the images on the tv behind her.
1882,A deer is laying on the edge of the cut grass on a golf course.,a brown deer sits on the side of a golf course and watches the golfers,A deer is sitting on the wooded outskirts of a golf course.,A deer is laying down next to some woods beside a golf course,A deer lays silently next to a golf course with people using it
9135,"A Jellyfish type of creature, that is white, see through, with interesting pulsating neon type colors.",White tulle with a sequin rainbow sheen is draped artistically against a black background.,A jellyfish faintly lights itself up against a dark background.,The jellyfish emits light that resembles moving tiny pastel and neon led lights.,A large jellyfish is floating through the water and luminescing from its body.
4261,A small boy stands in front of a white fence on a brick path,A baby is standing on a red brick walkway by a gate door.,A  small boy with a red shirt and blue pants on in a yard looking back towards the camera.,A little boy in a red shirt is playing with his scooter on a sidewalk,A little boy in a red shirt is standing at the front door of a white fence
8550,A group of people are preparing for a parade and a young woman peeks her head at the camera.,A crowd of people laugh and smile as they walk through the streets.,A crowd of people are outside on the street while one women goes up and looks into the camera.,Young adults are shuffling on a street near a band with instruments.,A group of people in the street at night walking having fun
